TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
418343229-1-S14-55,418343229,14-55,1,0.997,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000418343229-00652_dvm.pdf),0.294,0.504,1816.185,731.188,0.928,23.055,27.917,499.0,1.303
260304800-1-S62,260304800,62,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000260304800-00706_dvm.pdf),3.44,2.4240000000000004,2989.308,8596.664,8.723,22.301,29.308,7.0,1.024
367753709-1-S14-55,367753709,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000367753709-00652_dvm.pdf),2.126,1.488,1685.199,556.581,1.646,14.809,16.721,202.0,0.983
406672232-1-S14-55,406672232,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000406672232-00652_dvm.pdf),1.021,1.512,1683.558,272.476,1.386,18.313,19.712,71.0,1.014
232612416-1-S14-55,232612416,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000232612416-00652_dvm.pdf),4.36,2.3520000000000003,1687.121,5596.502,6.981,201.395,195.773,116.0,0.973
198385543-1-S14-55,198385543,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000198385543-00652_dvm.pdf),3.931,1.44,1768.028,1637.198,1.79,19.415,21.492,72.0,1.46
123357034-1-S14-55,123357034,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000123357034-00652_dvm.pdf),3.272,1.56,2744.309,5679.549,5.972,37.453,44.51,23.0,1.03
230017324-1-S14-55,230017324,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000230017324-00652_dvm.pdf),9.693,3.072,1691.304,1795.209,3.328,36.519,39.175,51.0,0.788
147890655-1-S14-60,147890655,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000147890655-00692_dvm.pdf),1.222,2.016,2579.975,18688.364,13.796,77.67,88.765,34.0,1.121
307956397-1-S14-55,307956397,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000307956397-00652_dvm.pdf),4.151,2.448,1930.719,9334.091,7.922,62.178,71.585,74.0,1.127
160390955-1-S14-60,160390955,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000160390955-00692_dvm.pdf),4.418,2.592,2799.383,6790.168,6.402,24.303,30.244,11.0,0.995
88385463-1-S14-60,88385463,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000088385463-00692_dvm.pdf),3.124,2.712,2582.617,15459.803,13.291,82.98,93.219,12.0,1.028
232540264-1-S14-60,232540264,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000232540264-00692_dvm.pdf),15.923,4.343999999999999,1687.649,502.687,2.485,31.481,35.724,22.0,1.084
198241702-1-S14-55,198241702,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000198241702-00652_dvm.pdf),4.253,2.568,1686.606,745.871,2.329,30.64,31.79,125.0,0.793
239134248-1-S14-60,239134248,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000239134248-00692_dvm.pdf),3.885,2.88,2501.222,18102.202,12.163,130.128,129.381,21.0,1.118
233087860-1-S14-55,233087860,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000233087860-00652_dvm.pdf),5.748,1.992,1684.36,1076.28,2.657,43.699,50.211,95.0,1.08
233823679-1-S14-55,233823679,14-55,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000233823679-00652_dvm.pdf),2.759,3.12,2422.544,4541.828,8.1,37.307,53.851,18.0,0.995
416195870-1-S14-60,416195870,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000416195870-00692_dvm.pdf),2.744,1.6320000000000001,1684.617,5059.678,7.725,225.803,237.968,208.0,0.927
233087860-1-S14-60,233087860,14-60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000233087860-00692_dvm.pdf),5.748,1.968,1684.36,1053.368,2.59,48.135,56.124,116.0,1.08
359271092-1-S1-39,359271092,1-39,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000359271092-00493_dvm.pdf),7.577,2.2560000000000002,1544.084,290.246,0.972,12.421,13.103,12.0,1.101
147950620-1-S20,147950620,20,1,0.997,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019358235523-s0020-s0020-0000000147950620-00285_dvm.pdf),2.311,1.584,1844.358,6435.89,8.861,83.81,83.329,10.0,1.089
142105158-1-S64,142105158,64,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000142105158-00720_dvm.pdf),2.936,2.3760000000000003,3042.542,7085.332,7.503,23.336,37.315,9.0,0.949
142105158-1-S38,142105158,38,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021119082105-s0038-s0038-0000000142105158-00488_dvm.pdf),2.936,2.2560000000000002,2334.957,7162.516,6.93,24.147,33.661,8.0,0.949
441763252-1-S41,441763252,41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000441763252-00511_dvm.pdf),2.771,2.3040000000000003,2421.841,20702.941,11.268,37.166,48.753,8.0,1.049
232612416-1-S41,232612416,41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000232612416-00511_dvm.pdf),4.361,2.4240000000000004,2423.986,5537.631,7.23,37.571,43.269,5.0,0.973
441763252-1-S59,441763252,59,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000441763252-00688_dvm.pdf),2.771,2.3040000000000003,2912.285,20850.346,11.304,37.904,49.986,9.0,1.049
229605891-1-S59,229605891,59,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000229605891-00688_dvm.pdf),2.038,2.136,2911.258,21052.981,11.729,44.44,64.046,10.0,1.03
416195870-1-S40,416195870,40,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000416195870-00503_dvm.pdf),2.744,1.7279999999999998,2392.612,5226.316,8.126,35.7,48.424,10.0,0.927
219852584-1-S59,219852584,59,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000219852584-00688_dvm.pdf),3.197,3.6959999999999997,2913.379,8019.456,14.866,114.008,133.469,8.0,0.954
142105158-1-S39,142105158,39,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000142105158-00491_dvm.pdf),2.937,2.3040000000000003,2364.316,6762.639,7.055,25.069,33.761,9.0,0.949
406941612-1-S39,406941612,39,1,0.997,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000406941612-00491_dvm.pdf),4.679,1.512,2362.862,1871.034,1.866,17.08,17.359,6.0,1.107
260417932-1-S1-39,260417932,1-39,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000260417932-00493_dvm.pdf),19.31,3.6959999999999997,2068.258,1327.719,2.626,20.322,24.299,12.0,0.848
147950620-1-S14-41,147950620,14-41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000147950620-00512_dvm.pdf),2.311,1.608,1684.924,6483.906,8.967,164.612,178.713,54.0,1.089
142105158-1-S37,142105158,37,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021092173506-s0037-s0037-0000000142105158-00478_dvm.pdf),2.937,2.3280000000000003,2308.53,6891.662,6.819,23.763,32.128,7.0,0.949
260304800-1-S36,260304800,36,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021066093107-s0036-s0036-0000000260304800-00460_dvm.pdf),3.441,2.544,2283.984,8480.678,8.691,24.397,31.261,6.0,1.024
232612416-1-S14-50,232612416,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000232612416-00611_dvm.pdf),4.36,2.2560000000000002,1687.121,5571.044,6.714,140.174,171.806,97.0,0.973
229605891-1-S14-50,229605891,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000229605891-00611_dvm.pdf),2.038,2.112,2581.073,20832.933,11.667,77.939,103.196,34.0,1.03
142105158-1-S34,142105158,34,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021014055109-s0034-s0034-0000000142105158-00444_dvm.pdf),2.936,2.3280000000000003,2229.26,6167.562,6.624,24.625,31.878,8.0,0.949
150030205-2-S1-36,150030205,1-36,2,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000150030205-00471_dvm.pdf),39.362,4.68,1344.38,602.994,1.999,24.599,23.775,13.0,1.054
416195870-1-S14-50,416195870,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000416195870-00611_dvm.pdf),2.744,1.584,1684.616,5018.881,7.538,132.269,174.42,131.0,0.927
158002130-1-S14-50,158002130,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000158002130-00611_dvm.pdf),9.687,2.7840000000000003,1691.051,1587.898,3.148,38.786,41.466,21.0,1.101
309791156-1-S1-65,309791156,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000309791156-00734_dvm.pdf),19.572,4.151999999999999,1332.697,1674.374,3.604,40.361,46.489,33.0,0.972
307956397-1-S14-41,307956397,14-41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000307956397-00512_dvm.pdf),4.151,2.3520000000000003,1930.719,9434.349,7.454,39.565,49.231,35.0,1.127
165723070-1-S14-50,165723070,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000165723070-00611_dvm.pdf),1.721,2.16,2638.782,11272.435,9.999,34.935,52.021,20.0,0.867
382626661-1-S1-65,382626661,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000382626661-00734_dvm.pdf),17.617,3.888,1333.479,740.647,2.202,35.917,42.074,38.0,1.094
229605891-1-S48,229605891,48,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022028101454-s0048-s0048-0000000229605891-00580_dvm.pdf),2.038,2.112,2609.608,20286.389,11.514,64.424,52.711,8.0,1.03
142105158-1-S1-65,142105158,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000142105158-00734_dvm.pdf),2.936,2.2800000000000002,2038.418,6771.224,6.859,116.103,135.291,125.0,0.949
54962195-1-S1-65,54962195,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000054962195-00734_dvm.pdf),2.599,1.6560000000000001,1544.388,1953.262,2.431,15.327,17.533,25.0,1.025
163030461-1-S1-65,163030461,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000163030461-00728_dvm.pdf),2.554,2.448,3014.618,19221.617,13.495,97.671,99.338,20.0,0.941
260708537-1-S1-65,260708537,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000260708537-00734_dvm.pdf),1.745,1.224,1326.981,168.27,0.59,17.497,20.075,385.0,1.215
167415965-1-S1-65,167415965,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000167415965-00734_dvm.pdf),18.554,3.96,1336.681,452.598,1.928,37.683,40.677,34.0,1.066
186470968-1-S1-65,186470968,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000186470968-00734_dvm.pdf),2.78,1.944,2965.266,21142.023,9.941,28.955,33.736,16.0,0.976
229605891-1-S60,229605891,60,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000229605891-00690_dvm.pdf),2.038,2.088,2937.755,20732.637,11.639,36.488,47.776,7.0,1.03
58542531-1-S1-46,58542531,1-46,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0046-0000000058542531-00555_dvm.pdf),3.058,1.368,1816.412,1129.466,2.32,18.938,23.609,23.0,1.057
232967440-1-S14-41,232967440,14-41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000232967440-00512_dvm.pdf),7.064,2.544,1688.715,7868.788,9.226,140.177,155.261,16.0,0.87
219195044-1-S1-65,219195044,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000219195044-00728_dvm.pdf),4.324,1.7279999999999998,1412.826,996.57,1.745,18.69,20.777,79.0,1.188
130924120-1-S1-65,130924120,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000130924120-00728_dvm.pdf),17.468,3.912,1571.868,945.01,2.348,25.853,24.95,4.0,0.874
260417932-1-S1-65,260417932,1-65,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000260417932-00734_dvm.pdf),19.311,3.7199999999999998,2068.257,1278.088,2.673,19.113,25.926,15.0,0.848
229605891-1-S47,229605891,47,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000229605891-00560_dvm.pdf),2.038,2.088,2581.074,21523.006,11.865,57.413,71.109,10.0,1.03
219852584-1-S47,219852584,47,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000219852584-00560_dvm.pdf),3.197,3.6239999999999997,2580.903,7854.848,14.645,100.365,113.611,8.0,0.954
150030205-2-S1-65,150030205,1-65,2,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000150030205-00734_dvm.pdf),39.362,4.752000000000001,1344.384,565.041,2.019,25.196,26.209,18.0,1.054
272672133-1-S14-41,272672133,14-41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000272672133-00512_dvm.pdf),3.494,2.112,1872.514,3632.017,5.601,44.474,53.879,37.0,0.936
158002130-1-S14-41,158002130,14-41,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000158002130-00512_dvm.pdf),9.687,2.712,1691.048,1554.387,2.927,34.23,35.833,15.0,1.101
272672133-1-S14-50,272672133,14-50,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000272672133-00611_dvm.pdf),3.494,2.184,1872.516,3668.201,5.867,54.332,68.805,63.0,0.936
220475245-1-S37,220475245,37,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021092173506-s0037-s0037-0000000220475245-00478_dvm.pdf),3.782,2.3760000000000003,2309.577,19065.429,12.001,40.902,60.775,6.0,1.109
220475245-1-S1-13,220475245,1-13,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0013-0000000220475245-00226_dvm.pdf),3.782,2.3280000000000003,1625.083,19149.681,11.474,57.499,72.209,13.0,1.109
260417932-1-S1-36,260417932,1-36,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000260417932-00464_dvm.pdf),19.311,3.6959999999999997,2068.257,1304.517,2.614,16.701,21.346,9.0,0.848
416195870-1-S49,416195870,49,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000416195870-00585_dvm.pdf),2.744,1.56,2639.589,4742.5,7.449,31.448,38.589,7.0,0.927
165723070-1-S49,165723070,49,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000165723070-00585_dvm.pdf),1.721,2.16,2638.781,11585.741,10.117,25.948,42.408,11.0,0.867
441763252-1-S58,441763252,58,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000441763252-00672_dvm.pdf),2.771,2.3040000000000003,2884.576,21079.237,11.366,41.418,68.113,10.0,1.049
416195870-1-S25,416195870,25,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020135030118-s0025-s0025-0000000416195870-00344_dvm.pdf),2.744,1.6320000000000001,1983.732,5267.05,7.937,36.215,50.511,10.0,0.927
219852584-1-S24,219852584,24,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020107065519-s0024-s0024-0000000219852584-00333_dvm.pdf),3.197,3.7439999999999998,1957.511,7970.304,14.885,98.419,98.432,8.0,0.954
416195870-1-S23,416195870,23,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020079142120-s0023-s0023-0000000416195870-00326_dvm.pdf),2.744,1.584,1928.848,5072.081,7.588,33.258,44.277,8.0,0.927
229605891-1-S58,229605891,58,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000229605891-00672_dvm.pdf),2.038,2.088,2882.724,21142.108,11.754,44.718,69.485,12.0,1.03
232612416-1-S22,232612416,22,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020050191121-s0022-s0022-0000000232612416-00309_dvm.pdf),4.36,2.2560000000000002,1900.77,5695.503,6.624,34.707,42.418,5.0,0.973
416195870-1-S22,416195870,22,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020050191121-s0022-s0022-0000000416195870-00309_dvm.pdf),2.744,1.6560000000000001,1901.407,5272.934,8.02,35.359,51.358,10.0,0.927
284441182-1-S14-26,284441182,14-26,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000284441182-00353_dvm.pdf),2.527,1.296,1766.469,1922.539,2.165,12.196,13.964,24.0,1.034
377293776-1-S14-26,377293776,14-26,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000377293776-00353_dvm.pdf),2.044,0.9359999999999999,1685.346,504.692,1.069,19.452,21.581,135.0,0.936
232612416-1-S20,232612416,20,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019358235523-s0020-s0020-0000000232612416-00285_dvm.pdf),4.359,2.232,1844.089,5773.669,6.925,36.138,48.368,6.0,0.973
220475245-1-S64,220475245,64,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000220475245-00720_dvm.pdf),3.782,2.3760000000000003,3043.234,18687.491,12.137,43.763,61.524,7.0,1.109
416195870-1-S20,416195870,20,1,0.997,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019358235523-s0020-s0020-0000000416195870-00285_dvm.pdf),2.744,1.584,1843.778,5108.998,7.526,38.668,57.627,10.0,0.927
